:START_ID(Ingredient),:END_ID(Effect),type,evidence_type,graph_score:float,paper_count:int
SYRINGA VULGARIS MERISTEM CELL CULTURE,SOOTHING,improves,cosing_function,0.0,0
LYSINE HCL,HYDRATING,improves,cosing_function,0.0,0
LYSINE HCL,BARRIER_REPAIR,improves,cosing_function,0.0,0
PASSIFLORA INCARNATA SEED POWDER,HYDRATING,improves,cosing_function,0.0,0
PASSIFLORA INCARNATA SEED POWDER,BARRIER_REPAIR,improves,cosing_function,0.0,0
LYSINE,HYDRATING,improves,cosing_function,0.0,0
LYSINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL HYDROXYSULTAINE,HYDRATING,improves,cosing_function,0.0,0
LAURYL HYDROXYSULTAINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL PEG/PPG-18/18 METHICONE,HYDRATING,improves,cosing_function,0.0,0
LAURYL PEG/PPG-18/18 METHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
LAURYL PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
LAURYL POLYGLYCERYL-3 POLYDIMETHYLSILOXYETHYL DIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL ALCOHOL,HYDRATING,improves,cosing_function,0.0,0
LAURYL ALCOHOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL BETAINE,HYDRATING,improves,cosing_function,0.0,0
LAURYL BETAINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURYL DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,HYDRATING,improves,cosing_function,0.0,0
LAURYL DIMETHICONE/POLYGLYCERIN-3 CROSSPOLYMER,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAUROYL LYSINE,HYDRATING,improves,cosing_function,0.0,0
LAUROYL LYSINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAURAMIDOPROPYL BETAINE,HYDRATING,improves,cosing_function,0.0,0
LAURAMIDOPROPYL BETAINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RASPBERRY KETONE,HYDRATING,improves,cosing_function,0.0,0
RASPBERRY KETONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAVANDULA ANGUSTIFOLIA OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
LAVANDULA ANGUSTIFOLIA FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
LAVANDULA ANGUSTIFOLIA FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAVANDULA HYBRIDA OIL,HYDRATING,improves,cosing_function,0.0,0
LAVANDULA HYBRIDA OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LANOLIN ALCOHOL,HYDRATING,improves,cosing_function,0.0,0
LANOLIN ALCOHOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
LANOLIN,HYDRATING,improves,cosing_function,0.0,0
GARDENIA TAITENSIS FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GARDENIA TAITENSIS FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARACHIS HYPOGAEA OIL,HYDRATING,improves,cosing_function,0.0,0
ARACHIS HYPOGAEA OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
FRAGARIA CHILOENSIS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
FRAGARIA CHILOENSIS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIHYDROMYRICETIN,HYDRATING,improves,cosing_function,0.0,0
DIHYDROMYRICETIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
DI-PPG-2 MYRETH-10 ADIPATE,HYDRATING,improves,cosing_function,0.0,0
DI-PPG-2 MYRETH-10 ADIPATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPOTASSIUM GLYCYRRHIZATE,HYDRATING,improves,cosing_function,0.0,0
DIPOTASSIUM GLYCYRRHIZATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
DIPOTASSIUM GLYCYRRHIZATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPEPTIDE DIAMINOBUTYROYL BENZYLAMIDE DIACETATE,HYDRATING,improves,cosing_function,0.0,0
DIPEPTIDE DIAMINOBUTYROYL BENZYLAMIDE DIACETATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE,HYDRATING,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXACAPRYLATE/HEXACAPRATE,HYDRATING,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXACAPRYLATE/HEXACAPRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXA C5-9 ACID ESTERS,HYDRATING,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL HEXA C5-9 ACID ESTERS,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL TRI-POLYHYDROXYSTEARATE,HYDRATING,improves,cosing_function,0.0,0
DIPENTAERYTHRITYL TRI-POLYHYDROXYSTEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPHENYLSILOXY PHENYL TRIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
DIPHENYLSILOXY PHENYL TRIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPHENYL DIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
DIPHENYL DIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIPALMITOYL HYDROXYPROLINE,HYDRATING,improves,cosing_function,0.0,0
DIPALMITOYL HYDROXYPROLINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DICAPRYLYL CARBONATE,HYDRATING,improves,cosing_function,0.0,0
DICAPRYLYL CARBONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DICAPRYLYL ETHER,HYDRATING,improves,cosing_function,0.0,0
DICAPRYLYL ETHER,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOPHORA FLAVESCENS ROOT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
SOPHORA FLAVESCENS ROOT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SOPHORA FLAVESCENS ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOPHORA FLAVESCENS ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
BAMBUSA ARUNDINACEA STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BAMBUSA ARUNDINACEA STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIISOPROPYL SEBACATE,HYDRATING,improves,cosing_function,0.0,0
DIISOPROPYL SEBACATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIISOSTEARYL MALATE,HYDRATING,improves,cosing_function,0.0,0
DIISOSTEARYL MALATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOPHORA ANGUSTIFOLIA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SOPHORA ANGUSTIFOLIA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIISOSTEAROYL POLYGLYCERYL-3 DIMER DILINOLEATE,HYDRATING,improves,cosing_function,0.0,0
DIISOSTEAROYL POLYGLYCERYL-3 DIMER DILINOLEATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DNA,HYDRATING,improves,cosing_function,0.0,0
DNA,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIETHYLHEXYL CARBONATE,HYDRATING,improves,cosing_function,0.0,0
DIETHYLHEXYL CARBONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIETHYLHEXYL SYRINGYLIDENEMALONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIETHYLHEXYL SYRINGYLIDENEMALONATE,SOOTHING,improves,cosing_function,0.0,0
DIETHYLHEXYL SUCCINATE,HYDRATING,improves,cosing_function,0.0,0
DIETHYLHEXYL SUCCINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
IPOMOEA BATATAS TUBER EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
IPOMOEA BATATAS TUBER EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
DI-C12-15 ALKYL FUMARATE,HYDRATING,improves,cosing_function,0.0,0
DI-C12-15 ALKYL FUMARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DI-C12-13 ALKYL MALATE,HYDRATING,improves,cosing_function,0.0,0
DI-C12-13 ALKYL MALATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DI-C12-18 ALKYL DIMONIUM CHLORIDE,HYDRATING,improves,cosing_function,0.0,0
DI-C12-18 ALKYL DIMONIUM CHLORIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISILOXANE,HYDRATING,improves,cosing_function,0.0,0
DISILOXANE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISTEARYL PHTHALIC ACID AMIDE,HYDRATING,improves,cosing_function,0.0,0
DISTEARYL PHTHALIC ACID AMIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CASSIA OBTUSIFOLIA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CASSIA OBTUSIFOLIA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISODIUM COCOAMPHODIACETATE,HYDRATING,improves,cosing_function,0.0,0
DISODIUM COCOAMPHODIACETATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISODIUM EDTA-COPPER,SEBUM_REGULATION,reduces,cosing_function,0.0,0
DISODIUM ASCORBYL SULFATE,ANTIOXIDANT,improves,cosing_function,0.0,0
DISODIUM ASCORBYL SULFATE,ANTI_AGING,improves,cosing_function,0.0,0
DISODIUM ADENOSINE TRIPHOSPHATE,HYDRATING,improves,cosing_function,0.0,0
DISODIUM ADENOSINE TRIPHOSPHATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISODIUM STEAROYL GLUTAMATE,HYDRATING,improves,cosing_function,0.0,0
DISODIUM STEAROYL GLUTAMATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
BAMBUSA ARUNDINACEA JUICE,HYDRATING,improves,cosing_function,0.0,0
BAMBUSA ARUNDINACEA JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISODIUM LAURYL SULFOSUCCINATE,HYDRATING,improves,cosing_function,0.0,0
DISODIUM LAURYL SULFOSUCCINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES,HYDRATING,improves,cosing_function,0.0,0
DISODIUM LAURIMINODIPROPIONATE TOCOPHERYL PHOSPHATES,BARRIER_REPAIR,improves,cosing_function,0.0,0
VISCUM ALBUM LEAF EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
VISCUM ALBUM LEAF EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
DIBUTYL ETHYLHEXANOYL GLUTAMIDE,HYDRATING,improves,cosing_function,0.0,0
DIBUTYL ETHYLHEXANOYL GLUTAMIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIBUTYL ADIPATE,HYDRATING,improves,cosing_function,0.0,0
DIBUTYL ADIPATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
DIBUTYL LAUROYL GLUTAMIDE,HYDRATING,improves,cosing_function,0.0,0
DIBUTYL LAUROYL GLUTAMIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HISTIDINE HCL,HYDRATING,improves,cosing_function,0.0,0
HISTIDINE HCL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HISTIDINE,HYDRATING,improves,cosing_function,0.0,0
HISTIDINE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CALLUNA VULGARIS FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CALLUNA VULGARIS FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
TREMELLA FUCIFORMIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
TREMELLA FUCIFORMIS EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
TREMELLA FUCIFORMIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
AGARICUS BLAZEI EXTRACT,HYDRATING,improves,cosing_function,0.0,0
AGARICUS BLAZEI EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SIGESBECKIA ORIENTALIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SIGESBECKIA ORIENTALIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SIGESBECKIA ORIENTALIS EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
RH-OLIGOPEPTIDE-1,HYDRATING,improves,cosing_function,0.0,0
RH-OLIGOPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
MAGNOLIA OBOVATA BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MAGNOLIA OBOVATA BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED GINSENG SAPONINS,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED GINSENG SAPONINS,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES POLYPEPTIDES,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES POLYPEPTIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/SOY PROTEIN FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/SOY PROTEIN FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/IRON FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/IRON FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/ZINC FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/ZINC FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GENISTEIN,HYDRATING,improves,cosing_function,0.0,0
GENISTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/XYLINUM/BLACK TEA FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/XYLINUM/BLACK TEA FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/RICE BRAN FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/RICE BRAN FERMENT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SACCHAROMYCES/SILICON FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/SILICON FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES/BARLEY SEED FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/BARLEY SEED FERMENT FILTRATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
YEAST BETA-GLUCAN,HYDRATING,improves,cosing_function,0.0,0
YEAST BETA-GLUCAN,BARRIER_REPAIR,improves,cosing_function,0.0,0
YEAST FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
YEAST FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES FERMENT LYSATE FILTRATE,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES FERMENT LYSATE FILTRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
SACCHAROMYCES FERMENT FILTRATE,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES FERMENT FILTRATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
SACCHAROMYCES/COPPER FERMENT,HYDRATING,improves,cosing_function,0.0,0
SACCHAROMYCES/COPPER FERMENT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOPHORA JAPONICA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SOPHORA JAPONICA ROOT EXTRACT,SOOTHING,improves,cosing_function,0.0,0
FOENICULUM VULGARE LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
FOENICULUM VULGARE LEAF EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PHELLODENDRON AMURENSE BARK,SEBUM_REGULATION,reduces,cosing_function,0.0,0
COPTIS CHINENSIS ROOT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
COPTIS CHINENSIS ROOT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SCUTELLARIA BAICALENSIS ROOT POWDER,BARRIER_REPAIR,improves,cosing_function,0.0,0
SCUTELLARIA BAICALENSIS ROOT POWDER,SOOTHING,improves,cosing_function,0.0,0
COLLOIDAL SULFUR,ANTIMICROBIAL,reduces,cosing_function,0.0,0
DIMETHYLSILANOL HYALURONATE,HYDRATING,improves,cosing_function,0.0,0
DIMETHYLSILANOL HYALURONATE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
DIMETHYLSILANOL HYALURONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLLEN EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POLLEN EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLLEN EXTRACT,SOOTHING,improves,cosing_function,0.0,0
SAFFLOWER OIL/PALM OIL AMINOPROPANEDIOL ESTERS,HYDRATING,improves,cosing_function,0.0,0
SAFFLOWER OIL/PALM OIL AMINOPROPANEDIOL ESTERS,BARRIER_REPAIR,improves,cosing_function,0.0,0
OCIMUM SANCTUM LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
OCIMUM SANCTUM LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
JOJOBA ESTERS,HYDRATING,improves,cosing_function,0.0,0
JOJOBA ESTERS,BARRIER_REPAIR,improves,cosing_function,0.0,0
JOJOBA ESTERS,MOISTURE_RETENTION,improves,cosing_function,0.0,0
JOJOBA ESTERS,SOOTHING,reduces,cosing_function,0.0,0
JOJOBA ESTERS,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
JOJOBA ALCOHOL,HYDRATING,improves,cosing_function,0.0,0
JOJOBA ALCOHOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
SIMMONDSIA CHINENSIS BUTTER,HYDRATING,improves,cosing_function,0.0,0
SIMMONDSIA CHINENSIS BUTTER,BARRIER_REPAIR,improves,cosing_function,0.0,0
SIMMONDSIA CHINENSIS SEED WAX,HYDRATING,improves,cosing_function,0.0,0
SIMMONDSIA CHINENSIS SEED WAX,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYGONUM CUSPIDATUM ROOT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
POLYGONUM CUSPIDATUM ROOT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
SAXIFRAGA SARMENTOSA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SAXIFRAGA SARMENTOSA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAMINARIA DIGITATA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
LAMINARIA DIGITATA EXTRACT,SOOTHING,improves,cosing_function,0.0,0
CUCURBITA PEPO SEED OIL,HYDRATING,improves,cosing_function,0.0,0
CUCURBITA PEPO SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
SECALE CEREALE SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SECALE CEREALE SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
JUGLANS REGIA SEED OIL,HYDRATING,improves,cosing_function,0.0,0
JUGLANS REGIA SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
CALOPHYLLUM INOPHYLLUM SEED OIL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
CALOPHYLLUM INOPHYLLUM SEED OIL,ANTIOXIDANT,improves,cosing_function,0.0,0
CALOPHYLLUM INOPHYLLUM SEED OIL,ANTI_AGING,improves,cosing_function,0.0,0
CALOPHYLLUM INOPHYLLUM SEED OIL,HYDRATING,improves,cosing_function,0.0,0
CALOPHYLLUM INOPHYLLUM SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HONOKIOL,ANTIOXIDANT,improves,cosing_function,0.0,0
HONOKIOL,ANTI_AGING,improves,cosing_function,0.0,0
HONOKIOL,HYDRATING,improves,cosing_function,0.0,0
HONOKIOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
SCHIZONEPETA TENUIFOLIA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SCHIZONEPETA TENUIFOLIA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCINE MAX SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GLYCINE MAX SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCINE MAX SEED EXTRACT,SOOTHING,improves,cosing_function,0.0,0
CORYDALIS TURTSCHANINOVII ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CORYDALIS TURTSCHANINOVII ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYLENE GLYCOL,HYDRATING,improves,cosing_function,0.0,0
HEXYLENE GLYCOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYL LAURATE,HYDRATING,improves,cosing_function,0.0,0
HEXYL LAURATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYLDECANOL,HYDRATING,improves,cosing_function,0.0,0
HEXYLDECANOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYLDECYL ETHYLHEXANOATE,HYDRATING,improves,cosing_function,0.0,0
HEXYLDECYL ETHYLHEXANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYLDECYL MYRISTOYL METHYLAMINOPROPIONATE,HYDRATING,improves,cosing_function,0.0,0
HEXYLDECYL MYRISTOYL METHYLAMINOPROPIONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYLDECYL LAURATE,HYDRATING,improves,cosing_function,0.0,0
HEXYLDECYL LAURATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXYL NICOTINATE,HYDRATING,improves,cosing_function,0.0,0
HEXYL NICOTINATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
3-HEXENOL,HYDRATING,improves,cosing_function,0.0,0
3-HEXENOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
"1,2-HEXANEDIOL",HYDRATING,improves,cosing_function,0.0,0
"1,2-HEXANEDIOL",BARRIER_REPAIR,improves,cosing_function,0.0,0
HEXAPEPTIDE-9,HYDRATING,improves,cosing_function,0.0,0
HEXAPEPTIDE-9,BARRIER_REPAIR,improves,cosing_function,0.0,0
HESPERIDIN METHYL CHALCONE,ANTIOXIDANT,improves,cosing_function,0.0,0
HESPERIDIN METHYL CHALCONE,ANTI_AGING,improves,cosing_function,0.0,0
HESPERIDIN,HYDRATING,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
CYCLOPIA INTERMEDIA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CYCLOPIA INTERMEDIA LEAF EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
CYCLOPIA INTERMEDIA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SEA WATER,HYDRATING,improves,cosing_function,0.0,0
SEA WATER,MOISTURE_RETENTION,improves,cosing_function,0.0,0
PINUS KORAIENSIS SEED EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
PINUS KORAIENSIS SEED OIL,HYDRATING,improves,cosing_function,0.0,0
PINUS KORAIENSIS SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SEED OIL UNSAPONIFIABLES,HYDRATING,improves,cosing_function,0.0,0
HELIANTHUS ANNUUS SEED OIL UNSAPONIFIABLES,BARRIER_REPAIR,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS OIL,ANTIOXIDANT,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS OIL,ANTI_AGING,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS OIL,HYDRATING,improves,cosing_function,0.0,0
HAEMATOCOCCUS PLUVIALIS OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ECLIPTA PROSTRATA EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ECLIPTA PROSTRATA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYALURONIC ACID,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HYDROLYZED YEAST EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED YEAST EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED JOJOBA PROTEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED JOJOBA PROTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED JOJOBA ESTERS,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SPONGE,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED SPONGE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED PEARL,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED PEARL,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SOYBEAN EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED SOYBEAN EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED SOY PROTEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED SOY PROTEIN,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HYDROLYZED SOY PROTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED KERATIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED KERATIN,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HYDROLYZED KERATIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED CORALLINA OFFICINALIS,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED CORALLINA OFFICINALIS,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED CORN PROTEIN,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED CORN PROTEIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
HYDROLYZED HIBISCUS ESCULENTUS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HYDROLYZED HIBISCUS ESCULENTUS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
