ingredient_id:ID(Ingredient),inci_name,kor_name,cosing_functions:string[]
ARONIA ARBUTIFOLIA FRUIT EXTRACT,ARONIA ARBUTIFOLIA FRUIT EXTRACT,레드초크베리열매추출물,SKIN CONDITIONING
ARONIA ARBUTIFOLIA EXTRACT,ARONIA ARBUTIFOLIA EXTRACT,레드초크베리추출물,HAIR CONDITIONING;SKIN CONDITIONING
BACKHOUSIA CITRIODORA LEAF OIL,BACKHOUSIA CITRIODORA LEAF OIL,레몬머틀잎오일,FRAGRANCE;PERFUMING
EUCALYPTUS CITRIODORA LEAF/TWIG OIL,EUCALYPTUS CITRIODORA LEAF/TWIG OIL,레몬유칼립투스잎/잔가지오일,SKIN CONDITIONING - MISCELLANEOUS
LEVAN,LEVAN,레반,FILM FORMING;SKIN PROTECTING
ROYAL JELLY,ROYAL JELLY,로얄젤리가루,
ROSE KETONE-4,ROSE KETONE-4,로즈케톤-4,PERFUMING
ROSIN HYDROLYZED COLLAGEN,ROSIN HYDROLYZED COLLAGEN,로진하이드롤라이즈드콜라겐,FILM FORMING;HAIR CONDITIONING;HAIR FIXING;SKIN CONDITIONING
RUSCOGENIN,RUSCOGENIN,루스코제닌,SKIN CONDITIONING
LUPEOL,LUPEOL,루페올,SKIN CONDITIONING
LIMONIA ACIDISSIMA EXTRACT,LIMONIA ACIDISSIMA EXTRACT,리모니아 아키디시마추출물,HAIR CONDITIONING;SKIN CONDITIONING
RICINOLETH-40,RICINOLETH-40,리시놀레스-40,CLEANSING;SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
LITCHI CHINENSIS FRUIT EXTRACT,LITCHI CHINENSIS FRUIT EXTRACT,리치추출물,SKIN CONDITIONING
LITHOTHAMNION CALCAREUM EXTRACT,LITHOTHAMNION CALCAREUM EXTRACT,리토탐니온 칼카룸추출물,SKIN CONDITIONING
MAGNESIUM NITRATE,MAGNESIUM NITRATE,마그네슘나이트레이트,HAIR CONDITIONING
MAGNESIUM LAURETH-16 SULFATE,MAGNESIUM LAURETH-16 SULFATE,마그네슘라우레스-5설페이트,CLEANSING;SURFACTANT - CLEANSING
MAGNESIUM OLETH SULFATE,MAGNESIUM OLETH SULFATE,마그네슘올레스설페이트,CLEANSING;SURFACTANT - CLEANSING
MAGNOLOL,MAGNOLOL,마그놀올,ANTIOXIDANT;BLEACHING
LEPTOSPERMUM SCOPARIUM BRANCH/FLOWER/LEAF WATER,LEPTOSPERMUM SCOPARIUM BRANCH/FLOWER/LEAF WATER,마누카가지/꽃/잎수,FRAGRANCE
MANICOUAGAN CLAY,MANICOUAGAN CLAY,마니쿠아강클레이,ABSORBENT;ASTRINGENT;SURFACTANT - CLEANSING
CANARIUM LUZONICUM GUM OIL,CANARIUM LUZONICUM GUM OIL,마닐라엘레미트리검오일,PERFUMING
LILIUM CANDIDUM FLOWER WATER,LILIUM CANDIDUM FLOWER WATER,마돈나백합꽃수,SKIN CONDITIONING
ALTHAEA OFFICINALIS LEAF/ROOT EXTRACT,ALTHAEA OFFICINALIS LEAF/ROOT EXTRACT,마시멜로잎/뿌리추출물,SKIN CONDITIONING - EMOLLIENT
DIOSCOREA BATATAS EXTRACT,DIOSCOREA BATATAS EXTRACT,마추출물,ANTIOXIDANT;ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING
GYPSOPHILA VACCARIA FLOWER/LEAF/STEM EXTRACT,GYPSOPHILA VACCARIA FLOWER/LEAF/STEM EXTRACT,말뱅이나물꽃/잎/씨/줄기추출물,SKIN CONDITIONING - MISCELLANEOUS
MALTOBIONIC ACID,MALTOBIONIC ACID,말토바이오닉애씨드,BUFFERING
MALTOOLIGOSYL GLUCOSIDE,MALTOOLIGOSYL GLUCOSIDE,말토올리고실글루코사이드,BINDING;FILM FORMING;SKIN CONDITIONING
MANGANESE PCA,MANGANESE PCA,망가니즈피씨에이,HUMECTANT;MOISTURISING;SKIN CONDITIONING
GARCINIA MANGOSTANA BARK EXTRACT,GARCINIA MANGOSTANA BARK EXTRACT,망고스틴나무껍질추출물,SKIN CONDITIONING
PRUNUS MUME FLOWER WATER,PRUNUS MUME FLOWER WATER,매실나무꽃수,SKIN CONDITIONING
PRUNUS MUME SEED EXTRACT,PRUNUS MUME SEED EXTRACT,매실나무씨추출물,SKIN CONDITIONING
CELOSIA CRISTATA FLOWER EXTRACT,CELOSIA CRISTATA FLOWER EXTRACT,맨드라미꽃추출물,SKIN PROTECTING
MEADOWFOAM DELTA-LACTONE,MEADOWFOAM DELTA-LACTONE,메도우폼델타-락톤,HAIR CONDITIONING;SKIN CONDITIONING
POLYGONUM FAGOPYRUM SPROUT EXTRACT,POLYGONUM FAGOPYRUM SPROUT EXTRACT,메밀싹추출물,ANTIOXIDANT;ASTRINGENT;BLEACHING;SKIN CONDITIONING
MEVALONOLACTONE,MEVALONOLACTONE,메발로노락톤,HUMECTANT
DRYOPTERIS FILIX-MAS ROOT EXTRACT,DRYOPTERIS FILIX-MAS ROOT EXTRACT,메일펀뿌리추출물,SKIN CONDITIONING
METHYLISOTHIAZOLINONE,METHYLISOTHIAZOLINONE,메칠이소치아졸리논,PRESERVATIVE
METHYLCHLOROISOTHIAZOLINONE,METHYLCHLOROISOTHIAZOLINONE,메칠클로로이소치아졸리논,PRESERVATIVE
METHOXYMETHYLBUTANOL,METHOXYMETHYLBUTANOL,메톡시메틸부탄올,SOLVENT
METHOXY PEG-12 RETINAMIDE,METHOXY PEG-12 RETINAMIDE,메톡시피이지-12레틴아마이드,SKIN CONDITIONING
METHYLGLUCAMINE,METHYLGLUCAMINE,메틸글루카민,HAIR CONDITIONING
METHYL PALMITATE,METHYL PALMITATE,메틸팔미테이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;PERFUMING
MENTHONE GLYCERIN ACETAL,MENTHONE GLYCERIN ACETAL,멘톤글리세린아세탈,REFRESHING
MENTHYL PCA,MENTHYL PCA,멘틸피씨에이,HUMECTANT;SKIN CONDITIONING
MELANIN,MELANIN,폴리다이하이드록시인돌,SKIN PROTECTING
CUCUMIS MELO SEED EXTRACT,CUCUMIS MELO SEED EXTRACT,멜론씨추출물,SKIN CONDITIONING
MORTIERELLA OIL,MORTIERELLA OIL,모르티에렐라오일,SKIN CONDITIONING
BOMBAX MALABARICUM FLOWER EXTRACT,BOMBAX MALABARICUM FLOWER EXTRACT,목면꽃추출물,HUMECTANT
COMMIPHORA MYRRHA OIL,COMMIPHORA MYRRHA OIL,몰약오일,FRAGRANCE;SKIN CONDITIONING;TONIC
SARGASSUM MUTICUM EXTRACT,SARGASSUM MUTICUM EXTRACT,몽당잎모자반추출물,SKIN PROTECTING
SAPINDUS MUKOROSSI PEEL EXTRACT,SAPINDUS MUKOROSSI PEEL EXTRACT,무환자나무열매껍질추출물,SKIN CONDITIONING
MYRETH-2 MYRISTATE,MYRETH-2 MYRISTATE,미레스-2미리스테이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SURFACTANT - CLEANSING
MYRISTOYL NONAPEPTIDE-3,MYRISTOYL NONAPEPTIDE-3,미리스토일노나펩타이드-3,SKIN CONDITIONING
MYRISTYL LAURATE,MYRISTYL LAURATE,미리스틸라우레이트,SURFACTANT - CLEANSING
MYRISTYL BETAINE,MYRISTYL BETAINE,미리스틸베타인,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING
ABELIOPHYLLUM DISTICHUM WATER,ABELIOPHYLLUM DISTICHUM WATER,미선나무수,SKIN CONDITIONING - HUMECTANT;SKIN CONDITIONING - MISCELLANEOUS
SOLIDAGO VIRGAUREA EXTRACT,SOLIDAGO VIRGAUREA EXTRACT,미역취추출물,SKIN CONDITIONING
MUSA SAPIENTUM FLOWER EXTRACT,MUSA SAPIENTUM FLOWER EXTRACT,바나나꽃추출물,SKIN CONDITIONING
CI 77120,CI 77120,바륨설페이트,COLORANT
BACILLUS/GLUTAMIC ACID FERMENT FILTRATE,BACILLUS/GLUTAMIC ACID FERMENT FILTRATE,바실러스/글루타믹애씨드발효여과물,SKIN CONDITIONING
ADANSONIA DIGITATA OIL,ADANSONIA DIGITATA OIL,바오밥나무오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
BIOTINOYL TRIPEPTIDE-1,BIOTINOYL TRIPEPTIDE-1,바이오티노일트라이펩타이드-1,HAIR CONDITIONING
BIOTINOYL HISTIDYL D-TRYPTOPHANYL DIPEPTIDE-29 D-PHENYLALANYL LYSINAMIDE TRIFLUOROACETATE,BIOTINOYL HISTIDYL D-TRYPTOPHANYL DIPEPTIDE-29 D-PHENYLALANYL LYSINAMIDE TRIFLUOROACETATE,바이오티노일히스티딜D-트립토파닐다이펩타이드-29D-페닐알라닐라이신아마이드트라이플루오로아세테이트,SKIN CONDITIONING
ALEURITES MOLUCCANUS BAKOLY SEED OIL,ALEURITES MOLUCCANUS BAKOLY SEED OIL,바콜리쿠쿠이나무씨오일,ANTIMICROBIAL;HAIR WAVING OR STRAIGHTENING;ORAL CARE;SKIN CONDITIONING
BATYL ALCOHOL,BATYL ALCOHOL,바틸알코올,SKIN CONDITIONING - EMOLLIENT;EMULSION STABILISING;SKIN CONDITIONING
BAMBUSA VULGARIS SHOOT EXTRACT,BAMBUSA VULGARIS SHOOT EXTRACT,밤부사 불가리스싹추출물,ANTIOXIDANT;ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING
PORPHYRA YEZOENSIS EXTRACT,PORPHYRA YEZOENSIS EXTRACT,방사무늬돌김추출물,SKIN CONDITIONING
LAGERSTROEMIA INDICA FLOWER EXTRACT,LAGERSTROEMIA INDICA FLOWER EXTRACT,배롱나무꽃추출물,SKIN CONDITIONING
COLLOIDAL PLATINUM,COLLOIDAL PLATINUM,백금,ANTIMICROBIAL;ANTIOXIDANT;DEODORANT
ARDISIA CRISPA EXTRACT,ARDISIA CRISPA EXTRACT,백량금추출물,SKIN CONDITIONING
OLDENLANDIA DIFFUSA EXTRACT,OLDENLANDIA DIFFUSA EXTRACT,백화사설초추출물,SKIN CONDITIONING
LOTUS JAPONICUS SOMATIC EMBRYO EXTRACT,LOTUS JAPONICUS SOMATIC EMBRYO EXTRACT,벌노랑이체세포배추출물,ANTIOXIDANT
BEE VENOM,BEE VENOM,벌독,ASTRINGENT;SKIN PROTECTING
BEHENTRIMONIUM CHLORIDE,BEHENTRIMONIUM CHLORIDE,베헨트라이모늄클로라이드,ANTISTATIC;HAIR CONDITIONING;PRESERVATIVE
STYRAX BENZOIN GUM,STYRAX BENZOIN GUM,벤조인나무검,FILM FORMING;FRAGRANCE;SKIN CONDITIONING;PERFUMING
BENZALDEHYDE,BENZALDEHYDE,벤즈알데하이드,DENATURANT;FRAGRANCE;PERFUMING;FLAVOURING
BENZYL ACETATE,BENZYL ACETATE,벤질아세테이트,FRAGRANCE;PERFUMING
CENTELLA ASIATICA PROTEIN EXTRACT,CENTELLA ASIATICA PROTEIN EXTRACT,병풀단백질추출물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING - HUMECTANT;SKIN CONDITIONING - MISCELLANEOUS
CENTELLA ASIATICA LEAF,CENTELLA ASIATICA LEAF,병풀잎,SKIN CONDITIONING
CENTELLA ASIATICA JUICE,CENTELLA ASIATICA JUICE,병풀즙,SKIN CONDITIONING - MISCELLANEOUS
CENTELLA ASIATICA CALLUS CONDITIONED MEDIA,CENTELLA ASIATICA CALLUS CONDITIONED MEDIA,병풀캘러스배양액,SKIN CONDITIONING
OPUNTIA FICUS-INDICA STEM WATER,OPUNTIA FICUS-INDICA STEM WATER,보검선인장줄기수,SKIN CONDITIONING
RUBUS COREANUS FRUIT EXTRACT,RUBUS COREANUS FRUIT EXTRACT,복분자딸기열매추출물,SKIN CONDITIONING
PRUNUS PERSICA SEED POWDER,PRUNUS PERSICA SEED POWDER,복숭아씨가루,ABRASIVE;BULKING
BUDDLEJA DAVIDII EXTRACT,BUDDLEJA DAVIDII EXTRACT,부들레야추출물,SKIN CONDITIONING
PUMICE,PUMICE,부석,ABRASIVE;BULKING;VISCOSITY CONTROLLING
BUTETH-3,BUTETH-3,부테스-3,SOLVENT
HYDROGENATED STYRENE/BUTADIENE COPOLYMER,HYDROGENATED STYRENE/BUTADIENE COPOLYMER,하이드로제네이티드스타이렌/부타다이엔코폴리머,FILM FORMING;VISCOSITY CONTROLLING
BUTYLPARABEN,BUTYLPARABEN,부틸파라벤,FRAGRANCE;PRESERVATIVE
BERBERIS VULGARIS ROOT EXTRACT,BERBERIS VULGARIS ROOT EXTRACT,불가리스매자뿌리추출물,ANTIMICROBIAL
BERBERIS VULGARIS FRUIT EXTRACT,BERBERIS VULGARIS FRUIT EXTRACT,불가리스매자열매추출물,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
BERTHOLLETIA EXCELSA SEED OIL,BERTHOLLETIA EXCELSA SEED OIL,브라질넛씨오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
VP/VA COPOLYMER,VP/VA COPOLYMER,브이피/브이에이코폴리머,BINDING;FILM FORMING;HAIR FIXING
VP/POLYCARBAMYL POLYGLYCOL ESTER,VP/POLYCARBAMYL POLYGLYCOL ESTER,브이피/폴리카바밀폴리글라이콜에스터,FILM FORMING
VP/HEXADECENE COPOLYMER,VP/HEXADECENE COPOLYMER,브이피/헥사데센코폴리머,BINDING;FILM FORMING;HAIR FIXING;VISCOSITY CONTROLLING;DISPERSING NON-SURFACTANT
NIGELLA SATIVA SEED EXTRACT,NIGELLA SATIVA SEED EXTRACT,블랙커민씨추출물,SKIN CONDITIONING;PERFUMING
BIS-PHENYLPROPYL DIMETHICONE,BIS-PHENYLPROPYL DIMETHICONE,비스-페닐프로필다이메티콘,HAIR CONDITIONING
BIS-HEXYLAMIDO ISOPROPANOL,BIS-HEXYLAMIDO ISOPROPANOL,비스-헥실아미도아이소프로판올,HAIR CONDITIONING;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS
BIOTIN/FOLIC ACID/CYANOCOBALAMIN/NIACINAMIDE/PANTOTHENIC ACID/PYRIDOXINE/RIBOFLAVIN/THIAMINE/YEAST POLYPEPTIDES,BIOTIN/FOLIC ACID/CYANOCOBALAMIN/NIACINAMIDE/PANTOTHENIC ACID/PYRIDOXINE/RIBOFLAVIN/THIAMINE/YEAST POLYPEPTIDES,비오틴/폴릭애씨드/시아노코바라민/니아신아마이드/판토테닉애씨드/피리독신/리보플라빈/티아민/효모폴리펩테이드,SKIN CONDITIONING
TORREYA NUCIFERA LEAF OIL,TORREYA NUCIFERA LEAF OIL,비자나무잎오일,ANTIMICROBIAL
HIPPOPHAE RHAMNOIDES FRUIT WATER,HIPPOPHAE RHAMNOIDES FRUIT WATER,비타민나무열매수,SOLVENT
CITRUS AURANTIUM AMARA FLOWER WATER,CITRUS AURANTIUM AMARA FLOWER WATER,비터오렌지꽃수,FRAGRANCE;SKIN CONDITIONING;TONIC
SHOREA ROBUSTA SEED BUTTER,SHOREA ROBUSTA SEED BUTTER,사라수씨버터,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
CYTOSINE,CYTOSINE,사이토신,SKIN CONDITIONING
ARTEMISIA CAPILLARIS FLOWER EXTRACT,ARTEMISIA CAPILLARIS FLOWER EXTRACT,사철쑥꽃추출물,SKIN CONDITIONING
CROCUS SATIVUS STIGMA EXTRACT,CROCUS SATIVUS STIGMA EXTRACT,사프란암술머리추출물,ANTIOXIDANT;SKIN CONDITIONING - MISCELLANEOUS
MUSKRAT MUSK,MUSKRAT MUSK,사향쥐머스크,FRAGRANCE;PERFUMING
CHRYSANTHEMUM BOREALE FLOWER EXTRACT,CHRYSANTHEMUM BOREALE FLOWER EXTRACT,산국꽃추출물,ANTIOXIDANT;SKIN CONDITIONING
RUBUS CRATAEGIFOLIUS FRUIT EXTRACT,RUBUS CRATAEGIFOLIUS FRUIT EXTRACT,산딸기추출물,ANTIOXIDANT
CRYPTOMERIA JAPONICA BUD EXTRACT,CRYPTOMERIA JAPONICA BUD EXTRACT,삼나무싹추출물,SKIN CONDITIONING;SKIN PROTECTING
PANAX NOTOGINSENG ROOT EXTRACT,PANAX NOTOGINSENG ROOT EXTRACT,삼칠뿌리추출물,HUMECTANT
CINNAMOMUM JAPONICUM LEAF EXTRACT,CINNAMOMUM JAPONICUM LEAF EXTRACT,생달나무잎추출물,ANTIOXIDANT
LOTUS CORNICULATUS LEAF CELL EXTRACT,LOTUS CORNICULATUS LEAF CELL EXTRACT,서양벌노랑이씨추출물,SKIN PROTECTING
CRATAEGUS OXYACANTHA FRUIT EXTRACT,CRATAEGUS OXYACANTHA FRUIT EXTRACT,서양산사자열매추출물,SKIN CONDITIONING
PRUNUS DOMESTICA SEED EXTRACT,PRUNUS DOMESTICA SEED EXTRACT,서양자두씨추출물,SKIN CONDITIONING - EMOLLIENT
THUJA OCCIDENTALIS LEAF EXTRACT,THUJA OCCIDENTALIS LEAF EXTRACT,서양측백나무잎추출물,ANTIOXIDANT;BLEACHING;HAIR CONDITIONING;SKIN CONDITIONING;PERFUMING
CUCURBITA MAXIMA FRUIT EXTRACT,CUCURBITA MAXIMA FRUIT EXTRACT,서양호박추출물,SKIN CONDITIONING
SUCCINOYL ATELOCOLLAGEN,SUCCINOYL ATELOCOLLAGEN,석시노일아텔로콜라겐,SKIN CONDITIONING
CERAMIDE EOS,CERAMIDE EOS,세라마이드이오에스,HAIR CONDITIONING;SKIN CONDITIONING
SEBACIC ACID,SEBACIC ACID,세바식애씨드,BUFFERING
CETETH-20 PHOSPHATE,CETETH-20 PHOSPHATE,세테스-20포스페이트,CLEANSING;SURFACTANT - CLEANSING
CETETH-4,CETETH-4,세테스-4,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
CETEARYL DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,CETEARYL DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,세테아릴다이메티콘/비닐다이메티콘크로스폴리머,SKIN CONDITIONING - EMOLLIENT;FILM FORMING;HAIR CONDITIONING;SKIN CONDITIONING;VISCOSITY CONTROLLING
CETEARYL METHICONE,CETEARYL METHICONE,세테아릴메티콘,SKIN CONDITIONING
CETYL BETAINE,CETYL BETAINE,세틸베타인,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
SELENIUM ASPARTATE,SELENIUM ASPARTATE,셀레늄아스팔테이트,SKIN CONDITIONING
PINUS DENSIFLORA LEAF POWDER,PINUS DENSIFLORA LEAF POWDER,소나무잎가루,ANTIMICROBIAL
PINUS DENSIFLORA EXTRACT,PINUS DENSIFLORA EXTRACT,소나무추출물,ANTIOXIDANT
SODIUM NAPHTHALENESULFONATE,SODIUM NAPHTHALENESULFONATE,소듐나프탈렌설포네이트,SURFACTANT - HYDROTROPE;SURFACTANT - CLEANSING
SODIUM DEXTRAN SULFATE,SODIUM DEXTRAN SULFATE,소듐덱스트란설페이트,GEL FORMING;VISCOSITY CONTROLLING
SODIUM DEOXYCHOLATE,SODIUM DEOXYCHOLATE,소듐디옥시콜레이트,SKIN CONDITIONING
SODIUM LAUROAMPHOACETATE,SODIUM LAUROAMPHOACETATE,소듐라우로암포아세테이트,CLEANSING;FOAMING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - CLEANSING
SODIUM ETHYL 2-SULFOLAURATE,SODIUM ETHYL 2-SULFOLAURATE,소듐에틸2-설포라우레이트,CLEANSING;SURFACTANT - CLEANSING
SODIUM LAURYL GLYCOL CARBOXYLATE,SODIUM LAURYL GLYCOL CARBOXYLATE,소듐라우릴글라이콜카복실레이트,CLEANSING
SODIUM RETINOYL HYALURONATE,SODIUM RETINOYL HYALURONATE,소듐레티노일하이알루로네이트,SKIN CONDITIONING
SODIUM RIBOFLAVIN PHOSPHATE,SODIUM RIBOFLAVIN PHOSPHATE,소듐리보플라빈포스페이트,SKIN CONDITIONING
SODIUM MANNOSE PHOSPHATE,SODIUM MANNOSE PHOSPHATE,소듐만노오스포스페이트,HUMECTANT;SKIN CONDITIONING
SODIUM BENZOTRIAZOLYL BUTYLPHENOL SULFONATE,SODIUM BENZOTRIAZOLYL BUTYLPHENOL SULFONATE,소듐벤조트라이아졸릴부틸페놀설포네이트,UV ABSORBER
SODIUM SUCCINATE,SODIUM SUCCINATE,소듐석시네이트,BUFFERING
SODIUM SORBATE,SODIUM SORBATE,소듐솔베이트,PRESERVATIVE
SODIUM SILICATE,SODIUM SILICATE,소듐실리케이트,ANTICORROSIVE;BUFFERING
SODIUM ASCORBATE,SODIUM ASCORBATE,소듐아스코베이트,ANTIOXIDANT
SODIUM ISOSTEAROYL LACTATE,SODIUM ISOSTEAROYL LACTATE,소듐아이소스테아로일락테이트,CLEANSING;SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
SODIUM ERYTHORBATE,SODIUM ERYTHORBATE,소듐아이소아스코베이트,ANTIOXIDANT
SODIUM OLETH SULFATE,SODIUM OLETH SULFATE,소듐올레스설페이트,CLEANSING;SURFACTANT - EMULSIFYING;FOAMING;SURFACTANT - CLEANSING
SODIUM CARBOXYMETHYL BETA-GLUCAN,SODIUM CARBOXYMETHYL BETA-GLUCAN,소듐카복시메틸베타-글루칸,BINDING;CLEANSING;VISCOSITY CONTROLLING
SODIUM CASEINATE,SODIUM CASEINATE,소듐카세이네이트,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
SODIUM CAPROYL PROLINATE,SODIUM CAPROYL PROLINATE,소듐카프로일프롤리네이트,HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING;SURFACTANT - CLEANSING
SODIUM COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,SODIUM COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,소듐코카미도프로필피지-다이모늄클로라이드포스페이트,CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - CLEANSING
SODIUM THIOSULFATE,SODIUM THIOSULFATE,소듐티오설페이트,REDUCING
SODIUM POLYPHOSPHATE,SODIUM POLYPHOSPHATE,소듐폴리포스페이트,CHELATING
SODIUM HYDROXYPROPYLSULFONATE LAURYLGLUCOSIDE CROSSPOLYMER,SODIUM HYDROXYPROPYLSULFONATE LAURYLGLUCOSIDE CROSSPOLYMER,소듐하이드록시프로필설포네이트라우릴글루코사이드크로스폴리머,CLEANSING;SURFACTANT - EMULSIFYING;SURFACTANT - FOAM BOOSTING;SURFACTANT - HYDROTROPE;SURFACTANT - CLEANSING
SOYMILK EXTRACT,SOYMILK EXTRACT,소이밀크추출물,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING
SOLEIROLIA SOLEIROLII EXTRACT,SOLEIROLIA SOLEIROLII EXTRACT,솔레이롤리아 솔레이롤리이추출물,ANTIOXIDANT;ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING
MAACKIA FAURIEI STEM EXTRACT,MAACKIA FAURIEI STEM EXTRACT,솔비나무줄기추출물,ANTIMICROBIAL;ANTIOXIDANT;HAIR CONDITIONING;SKIN CONDITIONING
SORBITAN TRIOLEATE,SORBITAN TRIOLEATE,솔비탄트라이올리에이트,SURFACTANT - EMULSIFYING
SORBITYL LAURATE,SORBITYL LAURATE,솔비틸라우레이트,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
CUPRESSUS SEMPERVIRENS OIL,CUPRESSUS SEMPERVIRENS OIL,솔잣나무오일,FRAGRANCE
CUPRESSUS SEMPERVIRENS BARK EXTRACT,CUPRESSUS SEMPERVIRENS BARK EXTRACT,솔잣나무잎/줄기추출물,ASTRINGENT;PERFUMING
ACHYRANTHES JAPONICA EXTRACT,ACHYRANTHES JAPONICA EXTRACT,쇠무릎추출물,SKIN CONDITIONING
HYDRANGEA MACROPHYLLA LEAF VESICLES,HYDRANGEA MACROPHYLLA LEAF VESICLES,수국잎소포,SKIN CONDITIONING - EMOLLIENT
CENTAUREA CYANUS FLOWER,CENTAUREA CYANUS FLOWER,수레국화꽃,SKIN CONDITIONING
QUERCUS SUBER BARK EXTRACT,QUERCUS SUBER BARK EXTRACT,수베르참나무껍질추출물,SKIN CONDITIONING
NARCISSUS TAZETTA BULB EXTRACT,NARCISSUS TAZETTA BULB EXTRACT,수선화비늘줄기추출물,ASTRINGENT;HAIR CONDITIONING;SKIN CONDITIONING
SOLUBLE COLLAGEN CROSSPOLYMER,SOLUBLE COLLAGEN CROSSPOLYMER,수용성콜라겐크로스폴리머,SKIN CONDITIONING - EMOLLIENT
PSEUDOALTEROMONAS EXOPOLYSACCHARIDES,PSEUDOALTEROMONAS EXOPOLYSACCHARIDES,슈도알테로모나스엑소폴리사카라이드,SKIN CONDITIONING
SESBANIA GRANDIFLORA FLOWER EXTRACT,SESBANIA GRANDIFLORA FLOWER EXTRACT,스칼렛위스테리아트리꽃추출물,SKIN CONDITIONING
SCLAREOLIDE,SCLAREOLIDE,스클라레올라이드,FRAGRANCE;SKIN CONDITIONING;PERFUMING
SCHISANDRA SPHENANTHERA FRUIT EXTRACT,SCHISANDRA SPHENANTHERA FRUIT EXTRACT,스키산드라 스페난테라열매추출물,ANTIOXIDANT;ANTI-SEBUM;SKIN PROTECTING;SKIN CONDITIONING - MISCELLANEOUS
STYRENE,STYRENE,스타이렌,SOLVENT
STYRENE/VP COPOLYMER,STYRENE/VP COPOLYMER,스타이렌/브이피코폴리머,FILM FORMING;OPACIFYING
AVERRHOA CARAMBOLA LEAF EXTRACT,AVERRHOA CARAMBOLA LEAF EXTRACT,스타후르츠열매즙,HUMECTANT;SKIN CONDITIONING
STEARAMIDOPROPYL DIMETHYLAMINE,STEARAMIDOPROPYL DIMETHYLAMINE,스테아라미도프로필다이메틸아민,ANTISTATIC;SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SURFACTANT - CLEANSING
STEAROYL INULIN,STEAROYL INULIN,스테아로일이눌린,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;SKIN CONDITIONING;SURFACTANT - CLEANSING
STEAROXYMETHICONE/DIMETHICONE COPOLYMER,STEAROXYMETHICONE/DIMETHICONE COPOLYMER,스테아록시메티콘/다이메티콘코폴리머,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;VISCOSITY CONTROLLING
STEARYL STEARATE,STEARYL STEARATE,스테아릴스테아레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;VISCOSITY CONTROLLING
STEARYL CAPRYLATE,STEARYL CAPRYLATE,스테아릴카프릴레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
STEARTRIMONIUM CHLORIDE,STEARTRIMONIUM CHLORIDE,스테아트라이모늄클로라이드,ANTISTATIC;HAIR CONDITIONING;PRESERVATIVE
PINUS STROBUS BARK EXTRACT,PINUS STROBUS BARK EXTRACT,스트로브잣나무잔가지오일,SKIN CONDITIONING
SPENT GRAIN WAX,SPENT GRAIN WAX,스펜트그레인왁스,SKIN CONDITIONING;VISCOSITY CONTROLLING
SPIRULINA PLATENSIS POWDER,SPIRULINA PLATENSIS POWDER,스피룰리나 플라텐시스가루,SKIN PROTECTING;UV ABSORBER
MENTHA SPICATA LEAF EXTRACT,MENTHA SPICATA LEAF EXTRACT,스피어민트잎추출물,SKIN CONDITIONING
EMPETRUM NIGRUM FRUIT JUICE,EMPETRUM NIGRUM FRUIT JUICE,시로미열매즙,SKIN CONDITIONING
